municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
São Desidério (BA),"0,579","0,584","0,742","0,449"
Cachoeirinha (PE),"0,579","0,587","0,753","0,439"
Pilar (PB),"0,579","0,544","0,775","0,461"
Sucupira do Norte (MA),"0,579","0,526","0,731","0,505"
Areia Branca (SE),"0,579","0,579","0,773","0,434"
Remanso (BA),"0,579","0,569","0,757","0,451"
Banzaê (BA),"0,579","0,539","0,769","0,468"
Lagoa do Tocantins (TO),"0,579","0,543","0,758","0,471"
Ipaporanga (CE),"0,579","0,502","0,766","0,506"
Cipotânea (MG),"0,579","0,592","0,750","0,437"
Tucano (BA),"0,579","0,596","0,712","0,458"
Canguaretama (RN),"0,579","0,557","0,718","0,486"
Aparecida (PB),"0,578","0,567","0,747","0,456"
Belém de Maria (PE),"0,578","0,537","0,749","0,479"
Machados (PE),"0,578","0,541","0,767","0,466"
Alcantil (PB),"0,578","0,550","0,765","0,458"
Taperoá (PB),"0,578","0,564","0,749","0,456"
Caririaçu (CE),"0,578","0,549","0,730","0,483"
Baião (PA),"0,578","0,538","0,770","0,467"
Curuá (PA),"0,578","0,501","0,780","0,495"
Piritiba (BA),"0,578","0,566","0,760","0,449"
Belém do Brejo do Cruz (PB),"0,578","0,550","0,779","0,451"
Riachão das Neves (BA),"0,578","0,527","0,779","0,471"
Alvorada do Gurguéia (PI),"0,578","0,520","0,749","0,496"
Aquidabã (SE),"0,578","0,573","0,747","0,452"
São José do Bonfim (PB),"0,578","0,549","0,713","0,493"
Cachoeira de Pajeú (MG),"0,578","0,563","0,771","0,444"
Monte Alegre do Piauí (PI),"0,578","0,531","0,768","0,474"
Terra Nova (BA),"0,578","0,581","0,700","0,474"
Firmino Alves (BA),"0,578","0,596","0,699","0,464"
Malhada de Pedras (BA),"0,578","0,549","0,747","0,471"
Itamari (BA),"0,578","0,595","0,713","0,454"
Coronel João Pessoa (RN),"0,578","0,549","0,748","0,471"
Itambé (BA),"0,578","0,589","0,750","0,436"
Bacuri (MA),"0,578","0,540","0,737","0,484"
Antônio Martins (RN),"0,578","0,554","0,760","0,458"
Quixabeira (BA),"0,578","0,547","0,753","0,469"
Cametá (PA),"0,577","0,538","0,754","0,474"
Primavera (PA),"0,577","0,571","0,772","0,435"
Brasileira (PI),"0,577","0,572","0,752","0,446"
Francisco Ayres (PI),"0,577","0,565","0,756","0,450"
Tanhaçu (BA),"0,577","0,565","0,772","0,440"
Barra D'Alcântara (PI),"0,577","0,526","0,777","0,471"
São Sebastião do Uatumã (AM),"0,577","0,561","0,739","0,464"
Quixaba (PE),"0,577","0,530","0,752","0,482"
Santa Cruz de Salinas (MG),"0,577","0,548","0,757","0,463"
Gracho Cardoso (SE),"0,577","0,562","0,729","0,468"
Contendas do Sincorá (BA),"0,577","0,579","0,695","0,477"
Vereda (BA),"0,577","0,568","0,777","0,436"
Santa Cruz dos Milagres (PI),"0,577","0,524","0,719","0,509"
Barra do Rocha (BA),"0,577","0,585","0,705","0,465"
Nossa Senhora Aparecida (SE),"0,577","0,577","0,774","0,430"
Autazes (AM),"0,577","0,539","0,799","0,446"
Ibaretama (CE),"0,577","0,517","0,759","0,489"
Paripiranga (BA),"0,577","0,567","0,717","0,472"
União (PI),"0,577","0,542","0,781","0,453"
Pindobaçu (BA),"0,577","0,527","0,757","0,482"
São José de Espinharas (PB),"0,577","0,543","0,790","0,448"
Barra de Guabiraba (PE),"0,577","0,558","0,726","0,474"
Mar Vermelho (AL),"0,577","0,540","0,766","0,465"
João Alfredo (PE),"0,576","0,569","0,720","0,466"
Itaubal (AP),"0,576","0,528","0,758","0,477"
Ibirataia (BA),"0,576","0,571","0,789","0,424"
Goiatins (TO),"0,576","0,541","0,765","0,462"
Olho D'Água do Piauí (PI),"0,576","0,537","0,746","0,477"
Irajuba (BA),"0,576","0,544","0,776","0,453"
Canto do Buriti (PI),"0,576","0,571","0,724","0,462"
Carinhanha (BA),"0,576","0,525","0,763","0,477"
Nazaré do Piauí (PI),"0,576","0,531","0,707","0,510"
Exu (PE),"0,576","0,543","0,775","0,454"
Maiquinique (BA),"0,576","0,586","0,690","0,472"
Rio do Antônio (BA),"0,576","0,555","0,740","0,465"
Frei Miguelinho (PE),"0,576","0,575","0,758","0,438"
Riachão (MA),"0,576","0,572","0,757","0,442"
Tarrafas (CE),"0,576","0,529","0,751","0,482"
Pirapemas (MA),"0,576","0,501","0,741","0,514"
Alagoa Nova (PB),"0,576","0,567","0,749","0,451"
Coroatá (MA),"0,576","0,545","0,737","0,475"
Bela Vista do Piauí (PI),"0,576","0,520","0,709","0,519"
Gongogi (BA),"0,576","0,543","0,773","0,456"
Água Boa (MG),"0,576","0,594","0,799","0,403"
Poção de Pedras (MA),"0,576","0,543","0,732","0,481"
Porto Acre (AC),"0,576","0,593","0,771","0,418"
Vila Flor (RN),"0,576","0,561","0,722","0,471"
Piripá (BA),"0,575","0,547","0,768","0,453"
Saboeiro (CE),"0,575","0,533","0,715","0,499"
Montes Altos (MA),"0,575","0,534","0,732","0,486"
Belo Campo (BA),"0,575","0,562","0,760","0,444"
Jupi (PE),"0,575","0,560","0,698","0,487"
Parnaguá (PI),"0,575","0,526","0,777","0,464"
Junqueiro (AL),"0,575","0,586","0,714","0,454"
Mocajuba (PA),"0,575","0,539","0,754","0,467"
Jaqueira (PE),"0,575","0,557","0,751","0,454"
Paes Landim (PI),"0,575","0,537","0,721","0,492"
Itambé (PE),"0,575","0,566","0,727","0,463"
Botuporã (BA),"0,575","0,543","0,754","0,464"
Simões (PI),"0,575","0,560","0,771","0,440"
Capixaba (AC),"0,575","0,601","0,794","0,398"
Abaré (BA),"0,575","0,533","0,776","0,460"
Barra da Estiva (BA),"0,575","0,566","0,717","0,469"
Aratuípe (BA),"0,575","0,570","0,753","0,443"
Jitaúna (BA),"0,575","0,563","0,704","0,479"
Chã Preta (AL),"0,575","0,537","0,737","0,481"
Boa Hora (PI),"0,575","0,534","0,772","0,460"
Olinda Nova do Maranhão (MA),"0,575","0,495","0,724","0,531"
Várzea do Poço (BA),"0,575","0,581","0,707","0,462"
Riachão (PB),"0,574","0,515","0,763","0,481"
Baraúna (RN),"0,574","0,562","0,756","0,446"
Santa Inês (BA),"0,574","0,571","0,704","0,470"
Igrapiúna (BA),"0,574","0,565","0,789","0,424"
Brejinho (PE),"0,574","0,563","0,681","0,493"
Pedra Lavrada (PB),"0,574","0,564","0,733","0,458"
São Félix do Tocantins (TO),"0,574","0,550td&gt;","0,771","0,446"
Santo Antônio do Jacinto (MG),"0,574","0,575","0,772","0,427"
Carutapera (MA),"0,574","0,533","0,747","0,476"
Buriti dos Montes (PI),"0,574","0,527","0,780","0,460"
Maragogi (AL),"0,574","0,556","0,766","0,443"
Iaçu (BA),"0,574","0,588","0,697","0,461"
Pau D'Arco (PA),"0,574","0,571","0,748","0,443"
Catingueira (PB),"0,574","0,553","0,753","0,455"
Januário Cicco (RN),"0,574","0,511","0,771","0,481"
Pindoba (AL),"0,574","0,579","0,703","0,465"
Benjamin Constant (AM),"0,574","0,526","0,763","0,471"
Santana do Piauí (PI),"0,574","0,539","0,736","0,476"
Mogeiro (PB),"0,574","0,538","0,732","0,481"
Caiçara do Norte (RN),"0,574","0,572","0,727","0,454"
Bonito de Santa Fé (PB),"0,574","0,564","0,786","0,427"
Barreirinha (AM),"0,574","0,469","0,774","0,522"
Manoel Emídio (PI),"0,573","0,534","0,758","0,466"
Ipueiras (CE),"0,573","0,534","0,735","0,479"
Pedra Bonita (MG),"0,573","0,557","0,740","0,457"
São José da Laje (AL),"0,573","0,574","0,755","0,434"
São Sebastião do Tocantins (TO),"0,573","0,516","0,748","0,487"
Capela (AL),"0,573","0,554","0,743","0,456"
Nova Olinda (PB),"0,573","0,557","0,744","0,453"
Carnaubeira da Penha (PE),"0,573","0,491","0,755","0,508"
Cerro Azul (PR),"0,573","0,604","0,797","0,391"
Caldeirão Grande (BA),"0,573","0,526","0,758","0,473"
São José do Peixe (PI),"0,573","0,548","0,766","0,449"
Sossêgo (PB),"0,573","0,531","0,769","0,460"
Alcântara (MA),"0,573","0,525","0,753","0,475"
Tacaratu (PE),"0,573","0,521","0,711","0,507"
Cristalândia do Piauí (PI),"0,573","0,521","0,770","0,469"
Sobrado (PB),"0,573","0,525","0,753","0,477"
Alvorada de Minas (MG),"0,572","0,570","0,794","0,414"
São Brás (AL),"0,572","0,533","0,732","0,480"
Piaçabuçu (AL),"0,572","0,538","0,727","0,479"
Ouricuri (PE),"0,572","0,578","0,773","0,419"
Cumaru (PE),"0,572","0,553","0,720","0,470"
Angelim (PE),"0,572","0,555","0,751","0,448"
Santa Inês (PB),"0,572","0,540","0,706","0,492"
Olho D'Água (PB),"0,572","0,533","0,776","0,452"
Maturéia (PB),"0,572","0,540","0,730","0,474"
Itaeté (BA),"0,572","0,536","0,719","0,485"
Barra de São Miguel (PB),"0,572","0,584","0,728","0,440"
Água Branca (PB),"0,572","0,542","0,712","0,484"
Itapebi (BA),"0,572","0,568","0,718","0,458"
Touros (RN),"0,572","0,562","0,716","0,466"
Sítio Novo (RN),"0,572","0,528","0,722","0,491"
Mairi (BA),"0,572","0,575","0,744","0,438"
Matina (BA),"0,572","0,538","0,740","0,469"
Planaltino (BA),"0,572","0,573","0,708","0,462"
Rio Real (BA),"0,572","0,568","0,729","0,452"
Rio Grande do Piauí (PI),"0,572","0,552","0,767","0,442"
Tuntum (MA),"0,572","0,534","0,726","0,483"
São Bernardo (MA),"0,572","0,514","0,762","0,479"
Governador Eugênio Barros (MA),"0,572","0,550","0,736","0,462"
Riachinho (TO),"0,572","0,503","0,760","0,490"
Inhangapi (PA),"0,572","0,550","0,748","0,456"
Vieirópolis (PB),"0,571","0,537","0,762","0,455"
Calumbi (PE),"0,571","0,567","0,715","0,460"
Várzea Grande (PI),"0,571","0,554","0,708","0,474"
Santa Helena (MA),"0,571","0,531","0,746","0,471"
Novo Cruzeiro (MG),"0,571","0,562","0,797","0,415"
Itapitanga (BA),"0,571","0,536","0,764","0,454"
Pedro Ii (PI),"0,571","0,566","0,767","0,428"
Barroquinha (CE),"0,571","0,512","0,720","0,505"
Jussara (BA),"0,571","0,544","0,720","0,476"
Viçosa do Ceará (CE),"0,571","0,521","0,753","0,475"
Caturama (BA),"0,571","0,543","0,770","0,446"
Piatã (BA),"0,571","0,543","0,769","0,447"
Iramaia (BA),"0,571","0,543","0,740","0,463"
Palmeirante (TO),"0,571","0,564","0,756","0,436"
Lizarda (TO),"0,570","0,584","0,765","0,415"
Maracanã (PA),"0,570","0,534","0,764","0,454"
Juazeiro do Piauí (PI),"0,570","0,522","0,753","0,470"
Cuitegi (PB),"0,570","0,563","0,732","0,450"
Graça (CE),"0,570","0,514","0,755","0,477"
Graça Aranha (MA),"0,570","0,538","0,748","0,459"
Pitimbu (PB),"0,570","0,538","0,753","0,456"
Parambu (CE),"0,570","0,526","0,764","0,460"
Barreirinhas (MA),"0,570","0,515","0,752","0,479"
Santo Antônio do Retiro (MG),"0,570","0,504","0,784","0,469"
Nova Ibiá (BA),"0,570","0,620","0,714","0,419"
Riacho das Almas (PE),"0,570","0,586","0,757","0,418"
São Francisco do Piauí (PI),"0,570","0,557","0,744","0,448"
Brotas de Macaúbas (BA),"0,570","0,552","0,754","0,445"
Vitorino Freire (MA),"0,570","0,563","0,688","0,477"
Esperantina (TO),"0,570","0,495","0,715","0,524"
São João (PE),"0,570","0,565","0,768","0,426"
Lagoa de Dentro (PB),"0,570","0,539","0,772","0,444"
Casa Nova (BA),"0,570","0,577","0,736","0,435"
Araças (BA),"0,570","0,540","0,744","0,462"
Serra Redonda (PB),"0,570","0,565","0,772","0,424"
Campo Alegre (AL),"0,570","0,531","0,742","0,470"
Senador Georgino Avelino (RN),"0,570","0,543","0,748","0,455"
Ituaçu (BA),"0,570","0,565","0,770","0,425"
Japaratinga (AL),"0,570","0,560","0,735","0,451"
Novo Airão (AM),"0,570","0,551","0,776","0,434"
Mata Roma (MA),"0,570","0,483","0,776","0,494"
Juru (PB),"0,570","0,552","0,758","0,443"
Rio do Fogo (RN),"0,569","0,546","0,738","0,457"
Taipu (RN),"0,569","0,544","0,778","0,435"
Aiuaba (CE),"0,569","0,518","0,749","0,474"
Japi (RN),"0,569","0,528","0,726","0,480"
Caapiranga (AM),"0,569","0,544","0,775","0,436"
Centenário (TO),"0,569","0,571","0,700","0,461"
Maravilha (AL),"0,569","0,539","0,742","0,460"
Sapé (PB),"0,569","0,563","0,711","0,461"
Guajeru (BA),"0,569","0,548","0,770","0,437"
Jandaíra (RN),"0,569","0,561","0,709","0,462"
Igarapé do Meio (MA),"0,569","0,530","0,687","0,506"
Canhoba (SE),"0,569","0,553","0,722","0,462"
Panelas (PE),"0,569","0,546","0,778","0,433"
Governador Nunes Freire (MA),"0,569","0,540","0,722","0,472"
São João da Ponte (MG),"0,569","0,559","0,786","0,419"
Messias (AL),"0,568","0,557","0,714","0,460"
Igreja Nova (AL),"0,568","0,556","0,771","0,428"
Gonçalves Dias (MA),"0,568","0,542","0,758","0,445"
Anadia (AL),"0,568","0,546","0,756","0,444"
Careiro da Várzea (AM),"0,568","0,523","0,779","0,450"
Congonhas do Norte (MG),"0,568","0,566","0,746","0,433"
Cortês (PE),"0,568","0,541","0,707","0,478"
Salgado de São Félix (PB),"0,568","0,531","0,770","0,448"
General Sampaio (CE),"0,568","0,548","0,744","0,449"
Ourém (PA),"0,568","0,575","0,727","0,438"
Aurelino Leal (BA),"0,568","0,555","0,759","0,434"
Riacho dos Cavalos (PB),"0,568","0,546","0,752","0,447"
Breu Branco (PA),"0,568","0,555","0,781","0,422"
Porto da Folha (SE),"0,568","0,537","0,739","0,462"
Pedro Velho (RN),"0,568","0,562","0,738","0,442"
Bananeiras (PB),"0,568","0,555","0,766","0,430"
Caldas Brandão (PB),"0,568","0,562","0,723","0,451"
Apicum-Açu (MA),"0,568","0,529","0,718","0,483"
Sucupira do Riachão (MA),"0,568","0,538","0,761","0,447"
Pureza (RN),"0,567","0,516","0,774","0,456"
Jussari (BA),"0,567","0,577","0,699","0,451"
Rodrigues Alves (AC),"0,567","0,518","0,736","0,477"
Camalaú (PB),"0,567","0,549","0,770","0,431"
Santa Rosa do Piauí (PI),"0,567","0,539","0,699","0,483"
Boa Nova (BA),"0,567","0,535","0,753","0,453"
Juazeirinho (PB),"0,567","0,557","0,753","0,435"
Barra de Santana (PB),"0,567","0,526","0,747","0,465"
Magalhães de Almeida (MA),"0,567","0,502","0,729","0,499"
Araruna (PB),"0,567","0,549","0,758","0,439"
Canindé de São Francisco (SE),"0,567","0,566","0,741","0,435"
Massaranduba (PB),"0,567","0,552","0,747","0,441"
Santa Helena de Minas (MG),"0,567","0,531","0,723","0,474"
Euclides da Cunha (BA),"0,567","0,565","0,749","0,430"
Casinhas (PE),"0,567","0,518","0,721","0,489"
Nova Redenção (BA),"0,567","0,534","0,723","0,471"
Pedra (PE),"0,567","0,550","0,743","0,445"
São Miguel do Aleixo (SE),"0,567","0,571","0,753","0,424"
Nova Colinas (MA),"0,566","0,502","0,749","0,481"
Barcelona (RN),"0,566","0,564","0,726","0,442"
Major Isidoro (AL),"0,566","0,566","0,755","0,424"
Santo Antônio dos Lopes (MA),"0,566","0,547","0,714","0,465"
Concórdia do Pará (PA),"0,566","0,560","0,741","0,438"
Cubati (PB),"0,566","0,545","0,742","0,448"
Pimenteiras (PI),"0,566","0,553","0,774","0,423"
Teofilândia (BA),"0,566","0,571","0,737","0,431"
Jatobá do Piauí (PI),"0,566","0,525","0,780","0,442"
Uruoca (CE),"0,566","0,503","0,745","0,485"
Livramento (PB),"0,566","0,523","0,732","0,473"
Manoel Vitorino (BA),"0,566","0,538","0,741","0,456"
Vista Serrana (PB),"0,566","0,554","0,773","0,424"
Cristino Castro (PI),"0,566","0,586","0,713","0,434"
Mulungu do Morro (BA),"0,566","0,517","0,753","0,466"
Lagoa do Mato (MA),"0,566","0,525","0,726","0,475"
São José do Jacuri (MG),"0,566","0,582","0,749","0,417"
Calçado (PE),"0,566","0,529","0,731","0,468"
Serra Preta (BA),"0,566","0,541","0,732","0,459"
Taperoá (BA),"0,566","0,566","0,754","0,426"
Prata do Piauí (PI),"0,565","0,527","0,764","0,448"
Sambaíba (MA),"0,565","0,542","0,728","0,456"
Senhora do Porto (MG),"0,565","0,595","0,802","0,378"
São José do Divino (PI),"0,565","0,529","0,775","0,440"
Buritirama (BA),"0,565","0,504","0,761","0,471"
Boa Vista do Ramos (AM),"0,565","0,496","0,750","0,484"
Governador Archer (MA),"0,565","0,545","0,687","0,481"
Inhambupe (BA),"0,565","0,556","0,757","0,429"
Camamu (BA),"0,565","0,562","0,710","0,452"
Jardim de Angicos (RN),"0,565","0,557","0,740","0,437"
Palmópolis (MG),"0,565","0,559","0,738","0,437"
Canápolis (BA),"0,565","0,531","0,732","0,463"
Olho D'Água das Flores (AL),"0,565","0,568","0,752","0,422"
São José de Caiana (PB),"0,565","0,545","0,762","0,434"
São José de Princesa (PB),"0,565","0,533","0,765","0,443"
Mulungu (PB),"0,565","0,548","0,778","0,423"
Coivaras (PI),"0,565","0,543","0,732","0,453"
Mato Grosso (PB),"0,565","0,566","0,760","0,419"
Feliz Deserto (AL),"0,565","0,550","0,708","0,462"
Buriti dos Lopes (PI),"0,565","0,544","0,735","0,452"
Cantanhede (MA),"0,565","0,497","0,774","0,468"
Filadélfia (BA),"0,565","0,553","0,726","0,450"
Bodocó (PE),"0,565","0,543","0,745","0,445"
Vila Nova do Piauí (PI),"0,565","0,559","0,685","0,471"
Peritoró (MA),"0,564","0,499","0,774","0,464"
Gararu (SE),"0,564","0,544","0,783","0,422"
Sítio Novo (MA),"0,564","0,509","0,774","0,456"
Pio Ix (PI),"0,564","0,538","0,758","0,440"
Galinhos (RN),"0,564","0,578","0,723","0,429"
Pilõezinhos (PB),"0,564","0,532","0,802","0,421"
Alenquer (PA),"0,564","0,529","0,779","0,436"
Josenópolis (MG),"0,564","0,541","0,782","0,424"
Araripe (CE),"0,564","0,515","0,759","0,459"
Itapororoca (PB),"0,564","0,543","0,757","0,437"
Cacimba de Dentro (PB),"0,564","0,551","0,777","0,419"
Sítio do Mato (BA),"0,564","0,455","0,774","0,509"
Francinópolis (PI),"0,564","0,523","0,722","0,475"
Coelho Neto (MA),"0,564","0,544","0,728","0,454"
Água Azul do Norte (PA),"0,564","0,563","0,797","0,399"
Igaci (AL),"0,564","0,547","0,774","0,424"
Baixa Grande do Ribeiro (PI),"0,564","0,537","0,751","0,446"
Rafael Jambeiro (BA),"0,564","0,538","0,768","0,435"
Teotônio Vilela (AL),"0,564","0,549","0,700","0,466"
Porto Alegre do Piauí (PI),"0,563","0,539","0,732","0,452"
Salgadinho (PB),"0,563","0,531","0,739","0,454"
Ilha Grande (PI),"0,563","0,534","0,708","0,472"
Vertente do Lério (PE),"0,563","0,532","0,726","0,461"
Presidente Juscelino (MA),"0,563","0,452","0,743","0,532"
Codajás (AM),"0,563","0,546","0,775","0,421"
Eirunepé (AM),"0,563","0,548","0,756","0,431"
Patos do Piauí (PI),"0,563","0,529","0,755","0,448"
Faro (PA),"0,563","0,501","0,756","0,470"
Heliópolis (BA),"0,563","0,547","0,748","0,437"
Minador do Negrão (AL),"0,563","0,541","0,767","0,430"
Almadina (BA),"0,563","0,563","0,751","0,421"
São Miguel da Baixa Grande (PI),"0,563","0,557","0,774","0,413"
Presidente Juscelino (RN),"0,563","0,552","0,713","0,453"
Piçarra (PA),"0,563","0,561","0,792","0,402"
Bom Conselho (PE),"0,563","0,585","0,704","0,433"
Madeiro (PI),"0,563","0,472","0,772","0,489"
Lagoa (PB),"0,563","0,533","0,747","0,448"
Cajazeiras do Piauí (PI),"0,562","0,525","0,752","0,449"
Brejo da Madre de Deus (PE),"0,562","0,581","0,734","0,417"
Marcolândia (PI),"0,562","0,578","0,700","0,438"
Matias Olímpio (PI),"0,562","0,521","0,779","0,438"
Orizânia (MG),"0,562","0,551","0,778","0,414"
Jundiá (AL),"0,562","0,573","0,715","0,434"
Nazarezinho (PB),"0,562","0,528","0,747","0,449"
Ilha das Flores (SE),"0,562","0,514","0,735","0,469"
Ponta de Pedras (PA),"0,562","0,558","0,773","0,412"
Malhada (BA),"0,562","0,532","0,734","0,454"
Novo Oriente do Piauí (PI),"0,562","0,547","0,775","0,418"
Palmeirais (PI),"0,562","0,515","0,776","0,443"
Trairão (PA),"0,562","0,594","0,763","0,392"
Cajueiro (AL),"0,562","0,542","0,691","0,473"
Canudos (BA),"0,562","0,554","0,707","0,453"
Itatira (CE),"0,562","0,514","0,747","0,463"
Pedro Laurentino (PI),"0,562","0,479","0,746","0,496"
Areia de Baraúnas (PB),"0,562","0,566","0,680","0,462"
Itatuba (PB),"0,562","0,549","0,742","0,436"
Barra de Santa Rosa (PB),"0,562","0,542","0,753","0,434"
Itaguaçu da Bahia (BA),"0,562","0,550","0,740","0,435"
Potengi (CE),"0,562","0,529","0,759","0,441"
Sebastião Leal (PI),"0,562","0,516","0,736","0,467"
Bom Lugar (MA),"0,562","0,486","0,741","0,493"
Brejo (MA),"0,562","0,517","0,758","0,454"
Marcionílio Souza (BA),"0,561","0,518","0,737","0,463"
Atalaia (AL),"0,561","0,545","0,752","0,431"
Bonito (PE),"0,561","0,559","0,754","0,420"
Anori (AM),"0,561","0,540","0,757","0,433"
Geminiano (PI),"0,561","0,524","0,755","0,446"
Itaporanga D'Ajuda (SE),"0,561","0,548","0,779","0,414"
Turiaçu (MA),"0,561","0,493","0,776","0,461"
Poço Verde (SE),"0,561","0,563","0,751","0,417"
Tutóia (MA),"0,561","0,543","0,722","0,451"
América Dourada (BA),"0,561","0,506","0,751","0,464"
João Costa (PI),"0,561","0,510","0,752","0,460"
Cândido Mendes (MA),"0,561","0,520","0,745","0,456"
Antônio Cardoso (BA),"0,561","0,544","0,768","0,422"
Dirceu Arcoverde (PI),"0,561","0,563","0,718","0,436"
Paulino Neves (MA),"0,561","0,481","0,720","0,511"
Passagem Franca do Piauí (PI),"0,561","0,594","0,758","0,393"
Socorro do Piauí (PI),"0,561","0,513","0,739","0,465"
Joselândia (MA),"0,561","0,533","0,743","0,445"
Caatiba (BA),"0,561","0,579","0,752","0,406"
Jatobá (MA),"0,561","0,522","0,702","0,481"
Bonito (BA),"0,561","0,552","0,685","0,467"
Monsenhor Hipólito (PI),"0,561","0,591","0,739","0,404"
Campo Grande do Piauí (PI),"0,560","0,545","0,721","0,446"
Sericita (MG),"0,560","0,602","0,776","0,375"
Eldorado dos Carajás (PA),"0,560","0,572","0,757","0,405"
Arraial (PI),"0,560","0,514","0,761","0,449"
Borba (AM),"0,560","0,532","0,776","0,425"
Goianésia do Pará (PA),"0,560","0,585","0,743","0,404"
Pilões (PB),"0,560","0,559","0,767","0,409"
Nordestina (BA),"0,560","0,507","0,743","0,467"
Amaturá (AM),"0,560","0,499","0,773","0,455"
São Gonçalo do Gurguéia (PI),"0,560","0,572","0,701","0,438"
Conde (BA),"0,560","0,551","0,705","0,451"
Fagundes (PB),"0,560","0,543","0,749","0,432"
Ourolândia (BA),"0,560","0,547","0,701","0,459"
Una (BA),"0,560","0,584","0,710","0,424"
Japoatã (SE),"0,560","0,551","0,700","0,455"
Planalto (BA),"0,560","0,557","0,738","0,428"
Boqueirão do Piauí (PI),"0,560","0,555","0,729","0,434"
Presidente Tancredo Neves (BA),"0,559","0,566","0,727","0,424"
Arataca (BA),"0,559","0,557","0,758","0,413"
Pedra Grande (RN),"0,559","0,526","0,773","0,430"
Olindina (BA),"0,559","0,534","0,810","0,403"
Betânia (PE),"0,559","0,533","0,742","0,441"
